user_id,item_id
69,8769
69,4825
69,2688
69,8578
69,2777
70,2961
70,7268
70,4073
70,3828
70,379
70,8503
70,5679
70,5297
70,3840
70,1432
70,6707
70,1350
70,1730
70,5027
70,5543
71,49
71,816
71,2720
71,3018
71,6108
71,6626
71,5743
71,4006
71,1795
71,6686
71,7259
71,1902
71,853
71,4084
71,6876
72,5004
72,6418
72,3101
72,2982
72,2554
72,4913
72,3099
72,2638
72,8223
72,2833
72,1908
72,4657
72,961
72,4415
72,2294
73,5310
73,2532
73,827
73,3495
73,7294
73,4582
73,3962
73,1109
73,5364
73,4577
73,403
73,7396
73,956
73,1738
73,1586
74,2865
74,2785
74,3675
74,7553
74,4273
74,1867
74,71
74,4186
74,4110
74,2987
74,5114
74,5985
74,6431
74,6234
74,6741
75,1869
75,2800
75,550
75,8531
75,7884
75,7458
75,687
75,5282
75,2926
75,1333
75,3534
75,5324
75,6096
75,4279
75,3614
76,2486
76,1541
76,5299
76,2735
76,5013
76,2323
76,4780
76,1520
76,7399
76,3476
76,5746
76,6840
76,4969
76,8497
76,2710
77,4124
77,4798
77,749
77,3593
77,2565
77,8677
77,7434
77,1386
77,4022
77,6032
77,6525
77,6247
77,2174
77,1101
77,3809
78,3080
78,4305
78,961
78,1670
78,5727
78,4316
78,5467
78,1770
78,2614
78,1222
78,7651
78,2758
78,7768
78,8460
78,8602
79,2448
79,5622
79,8133
79,1260
79,3969
79,3213
79,7286
79,6572
79,8238
79,5005
79,3307
79,5763
79,3898
79,1646
79,3045
80,2644
80,1708
80,2508
80,2679
80,6219
80,5010
80,1164
80,6857
80,7063
80,7394
80,8051
80,7316
80,4782
80,4001
80,2828
81,2627
81,1253
81,5313
81,4407
81,3715
81,1445
81,1328
81,2066
81,5739
81,7227
81,3539
81,16
81,1752
81,1977
81,5574
82,1337
82,5073
82,2964
82,5098
82,237
82,518
82,1907
82,440
82,2672
82,5010
82,5232
82,7650
82,6326
82,4260
82,5390
83,242
83,159
83,7929
83,3075
83,7087
83,712
83,440
83,468
83,2885
83,5924
83,1925
83,3887
83,1637
83,8326
83,925
84,1199
84,1222
84,6942
84,2955
84,7620
84,2686
84,1196
84,3478
84,1899
84,2085
84,540
84,5022
84,4033
84,6762
84,4603
85,1597
85,1199
85,6945
85,7307
85,4883
85,4038
85,1374
85,2273
85,4810
85,5266
85,95
85,7736
85,47
85,5597
85,3164
86,2056
86,7110
86,1944
86,6145
86,4944
86,3779
86,646
86,3841
86,6068
86,8800
86,4201
86,4481
86,557
86,2202
86,7833
87,777
87,3515
87,3282
87,427
87,190
87,36
87,1507
87,2883
87,5683
87,5201
87,2772
87,6847
87,1919
87,6236
87,403
88,3019
88,1598
88,242
88,4488
88,3340
88,777
88,4115
88,4258
88,2470
88,2112
88,155
88,6780
88,2172
88,6641
88,2666
89,2715
89,2082
89,4271
89,4455
89,2656
89,159
89,8311
89,4679
89,2767
89,52
89,6501
89,1776
89,3159
89,8563
89,7241
90,317
90,3367
90,2336
90,5198
90,4468
90,7067
90,5226
90,6813
90,3262
90,7785
90,5000
90,1099
90,6898
90,1800
90,4873
91,336
91,2820
91,6231
91,1601
91,2806
91,2949
91,8294
91,6032
91,8164
91,6106
91,8876
91,8500
91,6314
91,730
91,673
92,6698
92,3891
92,1200
92,7191
92,3252
92,5278
92,1407
92,8136
92,6516
92,4906
92,1960
92,3434
92,7156
92,395
92,8763
93,2466
93,6698
93,2561
93,876
93,7358
93,3357
93,2591
93,8396
93,7522
93,4807
93,4487
93,2755
93,6754
93,2805
93,6647
94,1708
94,5131
94,7307
94,6289
94,6541
94,7931
94,3458
94,2079
94,2945
94,7828
94,1027
94,1713
94,3894
94,2760
94,7286
95,824
95,4791
95,1954
95,151
95,586
95,3361
95,8311
95,1729
95,592
95,6418
95,5841
95,7820
95,335
95,6145
95,1305
96,4115
96,275
96,4354
96,8117
96,7884
96,2509
96,1664
96,8060
96,4538
96,8781
96,403
96,3536
96,1929
96,4568
96,7937
97,2832
97,5123
97,881
97,2558
97,3076
97,7268
97,6942
97,4131
97,7349
97,4090
97,2689
97,471
97,154
97,5067
97,4376
98,6283
98,2147
98,3781
98,630
98,5906
98,2228
98,2835
98,5576
98,4479
98,5322
98,5092
98,4884
98,4437
98,7452
98,8135
99,3737
99,939
99,1705
99,1743
99,2626
99,3261
99,1973
99,1510
99,3742
99,5059
99,824
99,8324
99,6163
99,1030
99,7411
100,774
100,730
100,29
100,4610
100,4011
100,2293
100,5085
100,2963
100,458
100,1016
100,1197
100,4328
100,3866
100,3709
100,5932
101,5942
101,6201
101,8192
101,1369
101,7107
101,4710
101,6243
101,6859
101,5744
101,988
101,2812
101,5034
101,1999
101,4445
101,7404
102,3990
102,411
102,5286
102,3180
102,1880
102,4679
102,2714
102,2897
102,5595
102,4556
102,4529
102,8373
102,1287
102,3307
102,4621
103,4273
103,7970
103,553
103,2879
103,5389
103,2476
103,2221
103,5622
103,5305
103,3179
103,4019
103,1395
103,26
103,6769
103,2952
104,945
104,4710
104,7434
104,6709
104,860
104,6882
104,6107
104,8791
104,6326
104,6105
104,6968
104,6170
104,7613
104,8852
104,3409
105,3891
105,7807
105,5070
105,2069
105,3553
105,1919
105,3967
105,1518
105,2112
105,8912
105,3533
105,8636
105,1765
105,8127
105,4519
106,7651
106,1253
106,4477
106,1629
106,7156
106,2771
106,3488
106,2340
106,882
106,6748
106,6063
106,4282
106,3165
106,1076
106,4605
107,437
107,4919
107,3321
107,1855
107,5423
107,3045
107,493
107,6589
107,615
107,803
107,7935
107,54
107,7848
107,4468
107,5380
108,3059
108,3019
108,4046
108,1899
108,3163
108,4393
108,6875
108,6109
108,4394
108,2670
108,525
108,4915
108,7175
108,2739
108,7365
109,8223
109,3034
109,2017
109,7889
109,5845
109,3992
109,7434
109,650
109,1521
109,4120
109,4123
109,8419
109,1164
109,1480
109,1134
110,2458
110,2957
110,1958
110,7255
110,4529
110,2787
110,1514
110,4258
110,5025
110,215
110,1539
110,3019
110,5615
110,4392
110,4568
111,749
111,1728
111,1337
111,6589
111,3781
111,1959
111,8507
111,2793
111,879
111,7717
111,8373
111,7564
111,2500
111,5039
111,2544
112,4258
112,4928
112,5008
112,4984
112,5595
112,1514
112,8459
112,2947
112,3834
112,2950
112,1189
112,8907
112,3646
112,6041
112,5713
113,59
113,5569
113,7003
113,6101
113,3835
113,5599
113,6634
113,4958
113,6450
113,7227
113,5039
113,5451
113,6234
113,4769
113,6471
114,8002
114,5203
114,2644
114,850
114,8543
114,812
114,2708
114,3526
114,8066
114,5262
114,1097
114,2306
114,2982
114,4220
114,7416
115,4305
115,1921
115,1076
115,1758
115,5458
115,8515
115,2195
115,302
115,8759
115,8324
115,2926
115,3304
115,8238
115,553
115,1232
116,4902
116,3124
116,277
116,58
116,3257
116,8516
116,7494
116,2319
116,6362
116,1884
116,7553
116,6505
116,3132
116,4152
116,4264
117,317
117,871
117,1683
117,355
117,528
117,272
117,450
117,1609
117,350
117,1656
117,1669
117,1685
117,6037
117,4663
117,5351
118,3990
118,886
118,1597
118,3539
118,4801
118,1422
118,7714
118,4777
118,6960
118,2021
118,5252
118,1833
118,3739
118,2009
118,7845
119,171
119,4474
119,7149
119,2844
119,3697
119,3802
119,2553
119,485
119,5262
119,5440
119,1516
119,4281
119,1979
119,89
119,4106
120,3228
120,1446
120,4664
120,5117
120,8645
120,6964
120,2085
120,8563
120,5305
120,1890
120,6900
120,5363
120,3687
120,6146
120,7353
121,2022
121,4733
121,1514
121,278
121,520
121,1271
121,8366
121,3849
121,7592
121,4944
121,400
121,580
121,6989
121,3409
121,342
122,2083
122,1948
122,4273
122,35
122,4022
122,1778
122,3040
122,6274
122,1891
122,2357
122,4290
122,8179
122,4556
122,210
122,6221
123,2513
123,1919
123,8228
123,1745
123,223
123,935
123,8693
123,375
123,8060
123,1049
123,4832
123,1360
123,1106
123,4055
123,1207
124,6306
124,864
124,8874
124,479
124,1807
124,8403
124,3196
124,5383
124,6520
124,8907
124,2860
124,8021
124,8223
124,5215
124,8698
125,5049
125,357
125,4830
125,191
125,1037
125,3882
125,4172
125,4588
125,4845
125,3926
125,6978
125,5051
125,1920
125,848
125,2465
126,2465
126,1209
126,2458
126,1839
126,2247
126,4544
126,544
126,801
126,2407
126,4457
126,6071
126,7741
126,3902
126,6462
126,8836
127,3008
127,2196
127,1366
127,5237
127,462
127,4420
127,2653
127,59
127,6215
127,5815
127,8759
127,2140
127,1659
127,6040
127,3679
128,2072
128,5265
128,540
128,7879
128,6854
128,997
128,931
128,720
128,4431
128,60
128,8625
128,7761
128,1566
128,8766
128,3252
129,5226
129,6530
129,1337
129,3308
129,8565
129,3657
129,6949
129,1693
129,4037
129,5048
129,6613
129,245
129,951
129,6838
129,3404
130,1465
130,856
130,730
130,1407
130,326
130,3126
130,2553
130,155
130,6898
130,957
130,7388
130,5878
130,2330
130,1489
130,4847
131,4021
131,1944
131,4388
131,2010
131,3357
131,2556
131,6478
131,3684
131,278
131,7584
131,8366
131,1738
131,3830
131,8340
131,3768
132,472
132,5702
132,7240
132,2581
132,1101
132,7771
132,6498
132,5415
132,2322
132,2739
132,2224
132,2500
132,5923
132,5322
132,5194
133,2666
133,1920
133,8568
133,6345
133,1507
133,917
133,337
133,8037
133,6027
133,4144
133,3244
133,1940
133,5789
133,8755
133,5928
134,4475
134,6497
134,6741
134,586
134,4630
134,152
134,6211
134,2154
134,2391
134,1757
134,1721
134,5002
134,5656
134,3055
134,4432
135,1446
135,4469
135,217
135,996
135,1340
135,1997
135,6063
135,2666
135,5310
135,7921
135,6608
135,2923
135,6059
135,3270
135,4326
136,561
136,5265
136,7318
136,4273
136,2501
136,1256
136,8256
136,7227
136,841
136,7465
136,71
136,5578
136,6384
136,3854
136,7307
137,1900
137,3751
137,3952
137,429
137,3936
137,3852
137,3879
137,7860
137,2844
137,4778
137,4810
137,5358
137,6670
137,7952
137,8044
138,6440
138,6905
138,5103
138,2935
138,3517
138,2814
138,6976
138,4867
138,5520
138,5774
138,5060
138,1934
138,6657
138,284
138,2161
139,4005
139,6989
139,5194
139,4154
139,1087
139,5661
139,5498
139,1925
139,1888
139,884
139,7032
139,4898
139,6236
139,7180
139,7282
140,3139
140,8002
140,2834
140,1876
140,6942
140,2302
140,5498
140,6744
140,5261
140,841
140,3880
140,426
140,1438
140,243
140,6444
141,3896
141,3836
141,1904
141,6793
141,3989
141,6245
141,4035
141,1134
141,4416
141,4656
141,6106
141,8413
141,2010
141,6968
141,7171
142,5243
142,6527
142,3026
142,462
142,2064
142,1392
142,4881
142,921
142,8869
142,5206
142,2791
142,2465
142,4421
142,5072
142,574
143,2056
143,1128
143,2069
143,1738
143,522
143,3001
143,787
143,4247
143,2661
143,3830
143,177
143,4984
143,2324
143,5457
143,896
144,945
144,2820
144,4487
144,5945
144,4098
144,3198
144,2167
144,3835
144,3051
144,5928
144,204
144,931
144,6622
144,6997
144,3007
145,3140
145,8650
145,4733
145,3546
145,729
145,5021
145,5222
145,4037
145,1536
145,2812
145,4206
145,2023
145,560
145,2544
145,4806
146,4037
146,1921
146,856
146,1779
146,8187
146,5928
146,6696
146,7880
146,3003
146,6159
146,2021
146,68
146,4938
146,6158
146,2824
147,5066
147,2614
147,647
147,5553
147,3264
147,2517
147,6448
147,1959
147,5597
147,179
147,1825
147,8008
147,8017
147,6609
147,8333
148,5392
148,1090
148,2892
148,5944
148,2678
148,4204
148,362
148,2271
148,4243
148,2025
148,776
148,6819
148,7240
148,3825
148,7310
149,2545
149,2096
149,3167
149,1800
149,2413
149,8649
149,3381
149,7582
149,5729
149,5038
149,3611
149,999
149,3746
149,81
149,8918
150,2812
150,5886
150,3998
150,5349
150,3996
150,2228
150,7837
150,7176
150,2277
150,4222
150,1906
150,4373
150,504
150,4971
150,3044
151,5569
151,3720
151,1461
151,1887
151,352
151,6960
151,8078
151,655
151,454
151,6713
151,4568
151,540
151,7391
151,5735
151,1465
152,4017
152,4475
152,856
152,8146
152,1443
152,5886
152,1991
152,2382
152,1
152,5349
152,8034
152,456
152,7455
152,6052
152,5810
153,7572
153,5027
153,8224
153,1113
153,5968
153,60
153,352
153,4035
153,7757
153,1199
153,3858
153,2909
153,2093
153,4131
153,5207
154,885
154,6541
154,2415
154,3879
154,1532
154,7266
154,784
154,2556
154,5919
154,3538
154,3642
154,2989
154,2958
154,8029
154,4731
155,3413
155,30
155,5153
155,612
155,6546
155,3349
155,4354
155,8109
155,219
155,6159
155,2114
155,3745
155,4287
155,8393
155,824
156,3479
156,5994
156,5704
156,500
156,655
156,2923
156,424
156,782
156,3244
156,5720
156,2396
156,8035
156,1217
156,3034
156,657
157,6608
157,6252
157,6317
157,5802
157,1405
157,3880
157,7611
157,6405
157,7212
157,2975
157,4315
157,5528
157,1269
157,5112
157,3984
158,1420
158,4732
158,4099
158,4798
158,5244
158,5747
158,2471
158,6852
158,6744
158,7728
158,5192
158,6884
158,2886
158,1999
158,336
159,5295
159,479
159,1369
159,1091
159,7434
159,7110
159,7403
159,3012
159,6403
159,4261
159,5711
159,4963
159,2817
159,3028
159,1077
160,777
160,3282
160,5629
160,5774
160,8826
160,4051
160,1446
160,1699
160,8515
160,8309
160,4539
160,2582
160,8947
160,8753
160,3184
161,275
161,2241
161,7
161,3853
161,615
161,2664
161,7213
161,4421
161,4976
161,5910
161,2666
161,4540
161,1579
161,1445
161,4835
162,3847
162,1999
162,6443
162,1241
162,4710
162,3780
162,532
162,5661
162,2018
162,6850
162,207
162,3887
162,6166
162,1512
162,3227
163,7203
163,2400
163,3420
163,40
163,2002
163,1743
163,3306
163,2213
163,6364
163,531
163,7091
163,2846
163,4582
163,6887
163,4536
164,4474
164,5111
164,1230
164,2260
164,4089
164,355
164,1096
164,7463
164,5612
164,2124
164,2522
164,4205
164,1570
164,2033
164,5216
165,2497
165,2457
165,7482
165,3849
165,2143
165,6439
165,210
165,7931
165,856
165,8817
165,7349
165,658
165,222
165,8650
165,8905
166,1954
166,1255
166,1287
166,2484
166,2062
166,4019
166,4464
166,2085
166,2858
166,6032
166,4940
166,325
166,4031
166,4427
166,8010
167,816
167,366
167,4064
167,7289
167,3706
167,2185
167,278
167,1668
167,4227
167,6117
167,7017
167,8246
167,7829
167,2921
167,1083
168,88
168,3990
168,326
168,1675
168,4477
168,5201
168,5838
168,6161
168,1079
168,6375
168,7102
168,6592
168,5394
168,1049
168,5805
169,2458
169,4246
169,2486
169,2325
169,1605
169,2895
169,3992
169,6725
169,3108
169,815
169,5372
169,7791
169,4625
169,1423
169,1206
170,387
170,1014
170,5771
170,3110
170,3288
170,3572
170,2826
170,3019
170,682
170,1316
170,6516
170,7195
170,7045
170,2000
170,3260
171,6830
171,2553
171,1959
171,6852
171,3151
171,6149
171,6073
171,8776
171,2557
171,2732
171,4935
171,7711
171,4379
171,6448
171,6951
172,319
172,8649
172,4098
172,8223
172,7268
172,1724
172,1628
172,7157
172,1543
172,8490
172,171
172,5072
172,7392
172,3377
172,4555
173,2260
173,6934
173,2018
173,2621
173,8974
173,4225
173,2075
173,2781
173,1466
173,4283
173,5084
173,1117
173,368
173,568
173,7579
174,5528
174,2812
174,6537
174,419
174,2236
174,1098
174,4979
174,4751
174,3697
174,3099
174,7413
174,5410
174,4603
174,194
174,5408
175,647
175,3079
175,4278
175,7878
175,448
175,8189
175,6863
175,7095
175,5338
175,7311
175,8746
175,5700
175,8269
175,5283
175,1831
176,1833
176,53
176,3153
176,941
176,5067
176,1391
176,8113
176,3722
176,1893
176,3464
176,5510
176,585
176,3610
176,2502
176,6286
177,139
177,707
177,6345
177,881
177,3488
177,3373
177,4405
177,1026
177,4932
177,3889
177,3873
177,7479
177,212
177,5103
177,7199
178,1873
178,781
178,83
178,664
178,5635
178,428
178,4019
178,2340
178,3720
178,3826
178,2234
178,1119
178,4695
178,1846
178,462
179,646
179,6831
179,148
179,787
179,4108
179,6745
179,95
179,5240
179,8791
179,2695
179,8037
179,1034
179,8303
179,8788
179,4094
180,3168
180,1196
180,6746
180,1711
180,3206
180,2088
180,7526
180,1199
180,2945
180,2739
180,2158
180,3500
180,68
180,3134
180,1730
181,5033
181,8630
181,1117
181,2142
181,3178
181,5284
181,8220
181,8685
181,5601
181,8240
181,26
181,519
181,1085
181,3467
181,1369
182,2633
182,2697
182,3264
182,5039
182,2783
182,5203
182,6831
182,5240
182,8419
182,2315
182,8179
182,769
182,8216
182,2984
182,6669
183,5597
183,209
183,6252
183,2771
183,3843
183,2465
183,2273
183,589
183,1256
183,6432
183,2193
183,1118
183,8503
183,6550
183,1122
184,612
184,3269
184,6058
184,1231
184,7680
184,5739
184,4375
184,3974
184,5310
184,8093
184,7336
184,2860
184,7365
184,777
184,1139
185,3896
185,4952
185,2859
185,2650
185,6166
185,2808
185,1146
185,5123
185,2896
185,2323
185,4257
185,1580
185,5553
185,2368
185,1754
186,5066
186,2559
186,1101
186,7832
186,1876
186,6798
186,2561
186,6629
186,4038
186,8014
186,3424
186,7277
186,2367
186,291
186,6890
187,647
187,2957
187,6426
187,4154
187,1795
187,1308
187,4019
187,3165
187,2689
187,642
187,1396
187,4402
187,1442
187,8925
187,5413
188,647
188,3853
188,161
188,8513
188,6769
188,719
188,7114
188,543
188,4390
188,6739
188,1582
188,4923
188,3612
188,7964
188,7423
189,4897
189,826
189,5205
189,4186
189,2365
189,3706
189,3174
189,8809
189,1927
189,971
189,5310
189,7399
189,7624
189,8993
189,5868
190,2240
190,1887
190,5678
190,550
190,293
190,260
190,2844
190,7424
190,3725
190,5611
190,3769
190,575
190,7818
190,5352
190,4924
191,1228
191,2075
191,4955
191,3933
191,1134
191,8669
191,6840
191,1248
191,1835
191,3124
191,8829
191,8879
191,631
